Fri 12:31:05 PM;505.315;-0.9812;5;Norte;382;708;22.800;-1.941 Descending
Fri 12:31:21 PM;505.503;-0.9785;5;Norte;370;686;22.500;-1.075 Descending
Fri 12:32:12 PM;506.394;-0.9652;5;Norte;338;626;21.600;-1.143 Descending
Fri 12:33:06 PM;507.175;-0.9538;5;Norte;512;948;20.500;-1.200 Descending
Fri 12:33:22 PM;507.343;-0.9512;5;Norte;305;565;20.200;-1.200 Descending
Fri 12:33:41 PM;507.644;-0.9467;5;Norte;303;562;19.800;-1.588 Descending
Fri 12:33:56 PM;507.918;-0.9425;5;Norte;299;554;19.300;-1.500 Descending
Fri 12:34:13 PM;508.138;-0.9371;14;Norte;294;544;19.000;-563 Descending
Fri 12:34:28 PM;508.320;-0.9262;25;Noreste;293;542;19.000; Level
Fri 12:35:16 PM;508.904;-0.8718;32;Noreste;286;529;19.000; Level
Fri 12:35:31 PM;509.066;-0.8565;30;Noreste;292;541;19.000; Level
Fri 12:35:48 PM;509.277;-0.8365;32;Noreste;286;529;19.000; Level
Fri 12:36:26 PM;509.702;-0.7962;30;Noreste;293;542;19.000; Level
Fri 12:36:44 PM;509.769;-0.7897;31;Noreste;294;544;19.000; Level
Fri 12:37:00 PM;510.086;-0.7595;30;Noreste;295;546;19.000; Level
Fri 12:37:21 PM;510.345;-0.7347;32;Noreste;288;533;19.000; Level
Fri 12:37:59 PM;510.801;-0.6913;32;Noreste;288;533;19.000; Level
Fri 12:38:59 PM;511.455;-0.6283;31;Noreste;314;581;19.000; Level
Fri 12:39:20 PM;511.730;-0.6020;32;Noreste;288;533;19.000; Level
Fri 12:39:40 PM;511.974;-0.5786;32;Noreste;287;531;19.000; Level
Fri 12:40:11 PM;512.322;-0.5449;31;Noreste;294;544;19.000; Level
Fri 12:40:29 PM;512.534;-0.5244;31;Noreste;294;544;19.000; Level
Fri 12:40:59 PM;512.894;-0.4896;32;Noreste;288;533;19.000;-267 Level
Fri 12:41:14 PM;513.055;-0.4741;32;Noreste;288;533;18.800;-900 Descending
Fri 12:41:39 PM;513.334;-0.4471;31;Noreste;414;766;18.400;-955 Descending
Fri 12:41:58 PM;513.543;-0.4269;31;Noreste;324;600;18.100;-1.171 Descending
Fri 12:42:20 PM;513.834;-0.3985;31;Noreste;293;542;17.600;-1.065 Descending
Fri 12:43:00 PM;514.291;-0.3544;30;Noreste;291;539;17.000;-958 Descending
Fri 12:44:19 PM;515.227;-0.2814;25;Noreste;289;536;15.700;-1.049 Descending
Fri 12:44:43 PM;515.541;-0.2573;26;Noreste;285;528;15.200;-1.091 Descending
Fri 12:45:14 PM;515.890;-0.2306;26;Noreste;281;520;14.700;-1.021 Descending
Fri 12:45:30 PM;516.091;-0.2152;25;Noreste;746;1381;14.400;-977 Descending
Fri 12:45:57 PM;516.390;-0.1923;26;Noreste;630;1167;14.000;-1.050 Descending
Fri 12:46:50 PM;517.014;-0.1441;25;Noreste;272;504;13.000;-1.156 Descending
Fri 12:47:46 PM;517.620;-0.0980;25;Noreste;328;607;11.900;-1.200 Descending
Fri 12:49:25 PM;518.661;0.0002;40;Noreste;251;465;9.900;-1.154 Descending
Fri 12:49:56 PM;518.919;0.0365;40;Noreste;242;447;9.400;-1.000 Descending
Fri 12:50:13 PM;519.051;0.0551;41;Noreste;264;489;9.100;-1.588 Descending
Fri 12:50:30 PM;519.200;0.0761;41;Noreste;241;446;8.500;-1.875 Descending
Fri 12:50:45 PM;519.316;0.0923;41;Noreste;244;452;8.100;-1.435 Descending
Fri 12:51:16 PM;519.581;0.1299;41;Noreste;138;256;7.400;-1.017 Descending
Fri 12:51:44 PM;519.825;0.1645;41;Noreste;238;441;7.100;-533 Descending
Fri 12:52:01 PM;519.963;0.1842;41;Noreste;145;269;7.000;-1.273 Descending
Fri 12:52:50 PM;520.366;0.2415;40;Noreste;231;428;5.700;-1.406 Descending
Fri 12:53:05 PM;520.455;0.2596;61;Noreste;230;426;5.500;-840 Descending
Fri 12:53:40 PM;520.633;0.3152;73;Este;228;422;5.000;-792 Descending
Fri 12:53:58 PM;520.621;0.3458;107;Este;222;410;4.800;-727 Descending
